#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 11 22 16 50  MM   MM   MM    MM    MM    MM  MM 1014.1  25.2    MM  20.9   MM -0.5    MM
2017 11 22 15 50  MM   MM   MM    MM    MM    MM  MM 1014.8  25.2    MM  21.2   MM +0.4    MM
2017 11 22 14 50  MM   MM   MM    MM    MM    MM  MM 1015.0  24.7    MM  21.0   MM +1.4    MM
2017 11 22 13 50  MM   MM   MM    MM    MM    MM  MM 1014.6  24.5    MM  21.2   MM +1.5    MM
2017 11 22 12 50  MM   MM   MM    MM    MM    MM  MM 1014.4  24.6    MM  21.3   MM +1.4    MM
2017 11 22 11 50  MM   MM   MM    MM    MM    MM  MM 1013.6  24.4    MM  20.7   MM +0.6    MM
2017 11 22 10 50  MM   MM   MM    MM    MM    MM  MM 1013.1  24.4    MM  20.8   MM +0.0    MM
2017 11 22 09 50  MM   MM   MM    MM    MM    MM  MM 1013.0  24.3    MM  18.9   MM -0.3    MM
2017 11 22 08 50  MM   MM   MM    MM    MM    MM  MM 1013.0  24.5    MM  17.5   MM -0.6    MM
2017 11 22 07 50  MM   MM   MM    MM    MM    MM  MM 1013.2  22.6    MM  19.2   MM -1.0    MM
2017 11 22 06 50  MM   MM   MM    MM    MM    MM  MM 1013.3  24.4    MM  21.3   MM -1.3    MM
2017 11 22 05 50  MM   MM   MM    MM    MM    MM  MM 1013.6  24.4    MM  21.4   MM -0.8    MM
2017 11 22 04 50  MM   MM   MM    MM    MM    MM  MM 1014.2  24.3    MM  21.4   MM +0.0    MM
2017 11 22 03 50  MM   MM   MM    MM    MM    MM  MM 1014.6  24.4    MM  21.5   MM +1.4    MM
2017 11 22 02 50  MM   MM   MM    MM    MM    MM  MM 1014.4  24.6    MM  21.5   MM +1.2    MM
2017 11 22 01 50  MM   MM   MM    MM    MM    MM  MM 1014.0  24.6    MM  21.1   MM +0.9    MM
2017 11 22 00 50  MM   MM   MM    MM    MM    MM  MM 1013.2  25.0    MM  20.9   MM +0.0    MM
2017 11 21 23 50  MM   MM   MM    MM    MM    MM  MM 1013.2  24.8    MM  20.8   MM +0.0    MM
2017 11 21 22 50  MM   MM   MM    MM    MM    MM  MM 1013.1  25.3    MM  20.5   MM -0.3    MM
2017 11 21 21 50  MM   MM   MM    MM    MM    MM  MM 1013.2  25.7    MM  20.0   MM -0.6    MM
2017 11 21 20 50  MM   MM   MM    MM    MM    MM  MM 1013.1  25.5    MM  20.3   MM -1.6    MM
2017 11 21 19 50  MM   MM   MM    MM    MM    MM  MM 1013.4  25.4    MM  19.9   MM -2.4    MM
2017 11 21 18 50  MM   MM   MM    MM    MM    MM  MM 1013.8  25.2    MM  20.2   MM -2.8    MM
2017 11 21 17 50  MM   MM   MM    MM    MM    MM  MM 1014.7  25.3    MM  19.6   MM -1.7    MM
2017 11 21 16 50  MM   MM   MM    MM    MM    MM  MM 1015.8  25.1    MM  19.5   MM +0.0    MM
2017 11 21 15 50  MM   MM   MM    MM    MM    MM  MM 1016.6  25.8    MM  19.4   MM +1.1    MM
2017 11 21 14 50  MM   MM   MM    MM    MM    MM  MM 1016.4  25.6    MM  19.1   MM +1.5    MM
2017 11 21 13 50  MM   MM   MM    MM    MM    MM  MM 1015.7  24.8    MM  19.1   MM +1.1    MM
2017 11 21 12 50  MM   MM   MM    MM    MM    MM  MM 1015.5  24.3    MM  20.9   MM +1.4    MM
2017 11 21 11 50  MM   MM   MM    MM    MM    MM  MM 1014.9  24.3    MM  20.6   MM +0.7    MM
2017 11 21 10 50  MM   MM   MM    MM    MM    MM  MM 1014.6  23.7    MM  21.0   MM -0.0    MM
2017 11 21 09 50  MM   MM   MM    MM    MM    MM  MM 1014.1  23.6    MM  20.8   MM -1.2    MM
2017 11 21 08 50  MM   MM   MM    MM    MM    MM  MM 1014.2  23.4    MM  20.8   MM -1.7    MM
2017 11 21 07 50  MM   MM   MM    MM    MM    MM  MM 1014.5  23.5    MM  20.5   MM -1.8    MM
2017 11 21 06 50  MM   MM   MM    MM    MM    MM  MM 1015.3  23.6    MM  20.1   MM -1.5    MM
2017 11 21 05 50  MM   MM   MM    MM    MM    MM  MM 1015.9  23.8    MM  20.2   MM -1.3    MM
2017 11 21 04 50  MM   MM   MM    MM    MM    MM  MM 1016.3  23.7    MM  19.3   MM -0.4    MM
2017 11 21 03 50  MM   MM   MM    MM    MM    MM  MM 1016.8  22.8    MM  19.5   MM +0.4    MM
2017 11 21 02 50  MM   MM   MM    MM    MM    MM  MM 1017.2  22.7    MM  19.7   MM +1.0    MM
2017 11 21 01 50  MM   MM   MM    MM    MM    MM  MM 1016.7  23.6    MM  20.1   MM +0.9    MM
2017 11 21 00 50  MM   MM   MM    MM    MM    MM  MM 1016.4  24.3    MM  20.2   MM +0.7    MM
2017 11 20 23 50  MM   MM   MM    MM    MM    MM  MM 1016.2  24.1    MM  19.7   MM +0.5    MM
2017 11 20 22 50  MM   MM   MM    MM    MM    MM  MM 1015.8  22.6    MM  18.5   MM +0.0    MM
2017 11 20 21 50  MM   MM   MM    MM    MM    MM  MM 1015.7  24.3    MM  19.8   MM -0.5    MM
2017 11 20 20 50  MM   MM   MM    MM    MM    MM  MM 1015.7  24.7    MM  19.8   MM -1.3    MM
2017 11 20 19 50  MM   MM   MM    MM    MM    MM  MM 1015.8  24.2    MM  19.4   MM -2.0    MM
2017 11 20 18 50  MM   MM   MM    MM    MM    MM  MM 1016.2  24.2    MM  19.0   MM -2.0    MM
2017 11 20 17 50  MM   MM   MM    MM    MM    MM  MM 1017.0  23.5    MM  19.0   MM -1.3    MM
2017 11 20 16 50  MM   MM   MM    MM    MM    MM  MM 1017.8  23.3    MM  18.9   MM +0.0    MM
2017 11 20 15 50  MM   MM   MM    MM    MM    MM  MM 1018.2  23.2    MM  18.8   MM +1.3    MM
2017 11 20 14 50  MM   MM   MM    MM    MM    MM  MM 1018.3  23.1    MM  19.1   MM +1.9    MM
2017 11 20 13 50  MM   MM   MM    MM    MM    MM  MM 1017.7  23.0    MM  19.7   MM +1.7    MM
2017 11 20 12 50  MM   MM   MM    MM    MM    MM  MM 1016.9  23.5    MM  19.9   MM +1.3    MM
2017 11 20 11 50  MM   MM   MM    MM    MM    MM  MM 1016.4  23.2    MM  19.8   MM +0.9    MM
2017 11 20 10 50  MM   MM   MM    MM    MM    MM  MM 1016.0  23.5    MM  20.1   MM +0.5    MM
2017 11 20 09 50  MM   MM   MM    MM    MM    MM  MM 1015.6  24.0    MM  19.0   MM +0.0    MM
2017 11 20 08 50  MM   MM   MM    MM    MM    MM  MM 1015.5  24.0    MM  18.7   MM -0.5    MM
2017 11 20 07 50  MM   MM   MM    MM    MM    MM  MM 1015.5  24.1    MM  18.5   MM -0.6    MM
2017 11 20 06 50  MM   MM   MM    MM    MM    MM  MM 1015.7  24.1    MM  18.4   MM -0.4    MM
2017 11 20 05 50  MM   MM   MM    MM    MM    MM  MM 1016.0  24.1    MM  18.2   MM +0.0    MM
2017 11 20 04 50  MM   MM   MM    MM    MM    MM  MM 1016.1  24.1    MM  17.7   MM +0.5    MM
2017 11 20 03 50  MM   MM   MM    MM    MM    MM  MM 1016.1  24.1    MM  17.1   MM +0.8    MM
2017 11 20 02 50  MM   MM   MM    MM    MM    MM  MM 1015.9  24.2    MM  17.1   MM +1.2    MM
2017 11 20 01 50  MM   MM   MM    MM    MM    MM  MM 1015.6  24.1    MM  16.8   MM +1.4    MM
2017 11 20 00 50  MM   MM   MM    MM    MM    MM  MM 1015.3  24.0    MM  16.6   MM +1.5    MM
2017 11 19 23 50  MM   MM   MM    MM    MM    MM  MM 1014.7  23.9    MM  16.0   MM +1.1    MM
2017 11 19 22 50  MM   MM   MM    MM    MM    MM  MM 1014.2  23.9    MM  16.1   MM +0.5    MM
2017 11 19 21 50  MM   MM   MM    MM    MM    MM  MM 1013.8  23.9    MM  16.1   MM -0.3    MM
2017 11 19 20 50  MM   MM   MM    MM    MM    MM  MM 1013.6  23.9    MM  16.1   MM -1.3    MM
2017 11 19 19 50  MM   MM   MM    MM    MM    MM  MM 1013.7  23.8    MM  16.4   MM -2.1    MM
2017 11 19 18 50  MM   MM   MM    MM    MM    MM  MM 1014.1  23.8    MM  16.3   MM -2.4    MM
2017 11 19 17 50  MM   MM   MM    MM    MM    MM  MM 1014.9  23.7    MM  16.5   MM -1.9    MM
2017 11 19 16 50  MM   MM   MM    MM    MM    MM  MM 1015.8  23.6    MM  16.5   MM -0.6    MM
2017 11 19 15 50  MM   MM   MM    MM    MM    MM  MM 1016.5  23.7    MM  16.8   MM +0.6    MM
2017 11 19 14 50  MM   MM   MM    MM    MM    MM  MM 1016.8  23.6    MM  17.0   MM +1.4    MM
2017 11 19 13 50  MM   MM   MM    MM    MM    MM  MM 1016.4  23.5    MM  17.6   MM +1.5    MM
2017 11 19 12 50  MM   MM   MM    MM    MM    MM  MM 1015.9  23.5    MM  17.9   MM +1.3    MM
2017 11 19 11 50  MM   MM   MM    MM    MM    MM  MM 1015.4  23.3    MM  17.9   MM +0.8    MM
2017 11 19 10 50  MM   MM   MM    MM    MM    MM  MM 1014.9  23.4    MM  18.1   MM +0.3    MM
2017 11 19 09 50  MM   MM   MM    MM    MM    MM  MM 1014.6  23.5    MM  18.1   MM -0.4    MM
2017 11 19 08 50  MM   MM   MM    MM    MM    MM  MM 1014.6  23.6    MM  18.1   MM -0.4    MM
2017 11 19 07 50  MM   MM   MM    MM    MM    MM  MM 1014.6  23.6    MM  18.2   MM -0.8    MM
2017 11 19 06 50  MM   MM   MM    MM    MM    MM  MM 1015.0  23.6    MM  18.2   MM -0.6    MM
2017 11 19 05 50  MM   MM   MM    MM    MM    MM  MM 1015.0  23.7    MM  18.3   MM -0.6    MM
2017 11 19 04 50  MM   MM   MM    MM    MM    MM  MM 1015.4  23.7    MM  18.5   MM +0.0    MM
2017 11 19 03 50  MM   MM   MM    MM    MM    MM  MM 1015.6  23.8    MM  18.3   MM +0.5    MM
2017 11 19 02 50  MM   MM   MM    MM    MM    MM  MM 1015.6  24.1    MM  18.4   MM +0.9    MM
2017 11 19 01 50  MM   MM   MM    MM    MM    MM  MM 1015.5  24.3    MM  18.1   MM +1.3    MM
2017 11 19 00 50  MM   MM   MM    MM    MM    MM  MM 1015.1  24.3    MM  17.9   MM +0.9    MM
2017 11 18 23 50  MM   MM   MM    MM    MM    MM  MM 1014.7  24.3    MM  17.8   MM +0.8    MM
2017 11 18 22 50  MM   MM   MM    MM    MM    MM  MM 1014.2  24.4    MM  17.6   MM +0.0    MM
2017 11 18 21 50  MM   MM   MM    MM    MM    MM  MM 1014.2  24.6    MM  16.6   MM -0.0    MM
2017 11 18 20 50  MM   MM   MM    MM    MM    MM  MM 1013.9  24.5    MM  16.4   MM -1.3    MM
2017 11 18 19 50  MM   MM   MM    MM    MM    MM  MM 1014.0  24.3    MM  17.0   MM -2.1    MM
2017 11 18 18 50  MM   MM   MM    MM    MM    MM  MM 1014.4  24.1    MM  16.8   MM -2.5    MM
2017 11 18 17 50  MM   MM   MM    MM    MM    MM  MM 1015.2  24.0    MM  16.8   MM -1.8    MM
2017 11 18 16 50  MM   MM   MM    MM    MM    MM  MM 1016.1  23.9    MM  16.3   MM -0.5    MM
2017 11 18 15 50  MM   MM   MM    MM    MM    MM  MM 1016.9  23.8    MM  16.5   MM +0.5    MM
2017 11 18 14 50  MM   MM   MM    MM    MM    MM  MM 1017.0  23.4    MM  16.0   MM +1.5    MM
2017 11 18 13 50  MM   MM   MM    MM    MM    MM  MM 1016.6  23.4    MM  16.1   MM +1.9    MM
2017 11 18 12 50  MM   MM   MM    MM    MM    MM  MM 1016.4  23.0    MM  16.3   MM +1.5    MM
2017 11 18 11 50  MM   MM   MM    MM    MM    MM  MM 1015.5  23.0    MM  17.1   MM +0.3    MM
2017 11 18 10 50  MM   MM   MM    MM    MM    MM  MM 1014.7  23.4    MM  16.3   MM -0.9    MM
2017 11 18 09 50  MM   MM   MM    MM    MM    MM  MM 1014.9  23.2    MM  16.5   MM -1.3    MM
2017 11 18 08 50  MM   MM   MM    MM    MM    MM  MM 1015.2  23.3    MM  15.7   MM -1.2    MM
2017 11 18 07 50  MM   MM   MM    MM    MM    MM  MM 1015.6  23.3    MM  16.5   MM -1.1    MM
2017 11 18 06 50  MM   MM   MM    MM    MM    MM  MM 1016.2  23.6    MM  15.8   MM -0.8    MM
2017 11 18 05 50  MM   MM   MM    MM    MM    MM  MM 1016.4  23.6    MM  16.7   MM -0.4    MM
2017 11 18 04 50  MM   MM   MM    MM    MM    MM  MM 1016.7  23.8    MM  17.3   MM +0.0    MM
2017 11 18 03 50  MM   MM   MM    MM    MM    MM  MM 1017.0  24.0    MM  17.7   MM +0.7    MM
2017 11 18 02 50  MM   MM   MM    MM    MM    MM  MM 1016.8  24.3    MM  16.8   MM +0.8    MM
2017 11 18 01 50  MM   MM   MM    MM    MM    MM  MM 1016.5  24.4    MM  17.6   MM +0.4    MM
2017 11 18 00 50  MM   MM   MM    MM    MM    MM  MM 1016.3  24.6    MM  17.0   MM +0.4    MM
2017 11 17 23 50  MM   MM   MM    MM    MM    MM  MM 1016.0  24.5    MM  17.5   MM +0.4    MM
2017 11 17 22 50  MM   MM   MM    MM    MM    MM  MM 1016.1  24.4    MM  17.5   MM +0.3    MM
2017 11 17 21 50  MM   MM   MM    MM    MM    MM  MM 1015.9  24.6    MM  16.8   MM -0.0    MM
2017 11 17 20 50  MM   MM   MM    MM    MM    MM  MM 1015.6  24.4    MM  17.1   MM -1.1    MM
2017 11 17 19 50  MM   MM   MM    MM    MM    MM  MM 1015.8  24.4    MM  17.7   MM -1.6    MM
2017 11 17 18 50  MM   MM   MM    MM    MM    MM  MM 1016.0  24.1    MM  17.9   MM -1.8    MM
2017 11 17 17 50  MM   MM   MM    MM    MM    MM  MM 1016.7  23.4    MM  18.2   MM -1.0    MM
2017 11 17 16 50  MM   MM   MM    MM    MM    MM  MM 1017.4  23.5    MM  18.7   MM +0.0    MM
2017 11 17 15 50  MM   MM   MM    MM    MM    MM  MM 1017.8  23.2    MM  18.7   MM +1.0    MM
2017 11 17 14 50  MM   MM   MM    MM    MM    MM  MM 1017.7  23.1    MM  19.0   MM +1.6    MM
2017 11 17 13 50  MM   MM   MM    MM    MM    MM  MM 1017.5  23.1    MM  19.0   MM +2.1    MM
2017 11 17 12 50  MM   MM   MM    MM    MM    MM  MM 1016.8  22.8    MM  19.3   MM +1.7    MM
2017 11 17 11 50  MM   MM   MM    MM    MM    MM  MM 1016.1  22.8    MM  19.3   MM +1.1    MM
2017 11 17 10 50  MM   MM   MM    MM    MM    MM  MM 1015.4  23.0    MM  19.1   MM -0.0    MM
2017 11 17 09 50  MM   MM   MM    MM    MM    MM  MM 1015.1  22.6    MM  19.1   MM -0.3    MM
2017 11 17 08 50  MM   MM   MM    MM    MM    MM  MM 1015.0  23.0    MM  19.3   MM -0.8    MM
2017 11 17 07 50  MM   MM   MM    MM    MM    MM  MM 1015.3  23.3    MM  19.3   MM -0.9    MM
2017 11 17 06 50  MM   MM   MM    MM    MM    MM  MM 1015.4  23.4    MM  19.3   MM -1.2    MM
2017 11 17 05 50  MM   MM   MM    MM    MM    MM  MM 1015.8  23.7    MM  19.0   MM -0.7    MM
2017 11 17 04 50  MM   MM   MM    MM    MM    MM  MM 1016.2  24.0    MM  18.3   MM +0.0    MM
2017 11 17 03 50  MM   MM   MM    MM    MM    MM  MM 1016.6  24.0    MM  20.0   MM +1.1    MM
2017 11 17 02 50  MM   MM   MM    MM    MM    MM  MM 1016.5  23.6    MM  20.1   MM +1.4    MM
2017 11 17 01 50  MM   MM   MM    MM    MM    MM  MM 1016.0  23.4    MM  19.9   MM +1.4    MM
2017 11 17 00 50  MM   MM   MM    MM    MM    MM  MM 1015.5  23.6    MM  19.7   MM +1.2    MM
2017 11 16 23 50  MM   MM   MM    MM    MM    MM  MM 1015.1  23.5    MM  19.3   MM +1.0    MM
2017 11 16 22 50  MM   MM   MM    MM    MM    MM  MM 1014.6  23.0    MM  19.2   MM +0.3    MM
2017 11 16 21 50  MM   MM   MM    MM    MM    MM  MM 1014.3  22.9    MM  19.0   MM +0.0    MM
2017 11 16 20 50  MM   MM   MM    MM    MM    MM  MM 1014.1  22.8    MM  19.0   MM -1.0    MM
2017 11 16 19 50  MM   MM   MM    MM    MM    MM  MM 1014.3  22.6    MM  19.0   MM -1.3    MM
2017 11 16 18 50  MM   MM   MM    MM    MM    MM  MM 1014.4  22.5    MM  19.0   MM -1.8    MM
2017 11 16 17 50  MM   MM   MM    MM    MM    MM  MM 1015.1  22.2    MM  18.9   MM -0.9    MM
2017 11 16 16 50  MM   MM   MM    MM    MM    MM  MM 1015.6  22.2    MM  18.6   MM +0.0    MM
2017 11 16 15 50  MM   MM   MM    MM    MM    MM  MM 1016.2  22.4    MM  18.8   MM +1.1    MM
2017 11 16 14 50  MM   MM   MM    MM    MM    MM  MM 1016.0  22.8    MM  19.4   MM +1.5    MM
2017 11 16 13 50  MM   MM   MM    MM    MM    MM  MM 1015.8  22.8    MM  19.6   MM +1.7    MM
2017 11 16 12 50  MM   MM   MM    MM    MM    MM  MM 1015.1  22.9    MM  19.8   MM +1.3    MM
2017 11 16 11 50  MM   MM   MM    MM    MM    MM  MM 1014.5  22.9    MM  19.8   MM +0.7    MM
2017 11 16 10 50  MM   MM   MM    MM    MM    MM  MM 1014.1  23.1    MM  19.7   MM +0.4    MM
2017 11 16 09 50  MM   MM   MM    MM    MM    MM  MM 1013.8  23.4    MM  19.9   MM +0.0    MM
2017 11 16 08 50  MM   MM   MM    MM    MM    MM  MM 1013.8  23.7    MM  20.0   MM -0.0    MM
2017 11 16 07 50  MM   MM   MM    MM    MM    MM  MM 1013.7  23.8    MM  19.7   MM -0.4    MM
2017 11 16 06 50  MM   MM   MM    MM    MM    MM  MM 1013.6  24.0    MM  19.6   MM -0.6    MM
2017 11 16 05 50  MM   MM   MM    MM    MM    MM  MM 1013.9  24.2    MM  19.7   MM -0.3    MM
2017 11 16 04 50  MM   MM   MM    MM    MM    MM  MM 1014.1  24.4    MM  20.0   MM +0.0    MM
2017 11 16 03 50  MM   MM   MM    MM    MM    MM  MM 1014.2  24.8    MM  19.5   MM +0.5    MM
2017 11 16 02 50  MM   MM   MM    MM    MM    MM  MM 1014.2  24.5    MM  20.0   MM +0.9    MM
2017 11 16 01 50  MM   MM   MM    MM    MM    MM  MM 1014.1  24.3    MM  20.2   MM +1.1    MM
2017 11 16 00 50  MM   MM   MM    MM    MM    MM  MM 1013.7  24.4    MM  20.0   MM +1.2    MM
2017 11 15 23 50  MM   MM   MM    MM    MM    MM  MM 1013.3  24.5    MM  19.7   MM +1.0    MM
2017 11 15 22 50  MM   MM   MM    MM    MM    MM  MM 1013.0  24.4    MM  19.6   MM +0.8    MM
2017 11 15 21 50  MM   MM   MM    MM    MM    MM  MM 1012.5  24.3    MM  19.2   MM -0.0    MM
2017 11 15 20 50  MM   MM   MM    MM    MM    MM  MM 1012.3  23.9    MM  19.1   MM -0.9    MM
2017 11 15 19 50  MM   MM   MM    MM    MM    MM  MM 1012.2  23.7    MM  19.3   MM -1.9    MM
2017 11 15 18 50  MM   MM   MM    MM    MM    MM  MM 1012.6  23.4    MM  19.1   MM -2.1    MM
2017 11 15 17 50  MM   MM   MM    MM    MM    MM  MM 1013.2  23.3    MM  19.2   MM -1.5    MM
2017 11 15 16 50  MM   MM   MM    MM    MM    MM  MM 1014.1  23.2    MM  19.2   MM -0.4    MM
2017 11 15 15 50  MM   MM   MM    MM    MM    MM  MM 1014.7  23.1    MM  19.2   MM +0.6    MM
2017 11 15 14 50  MM   MM   MM    MM    MM    MM  MM 1014.7  23.1    MM  19.1   MM +0.9    MM
2017 11 15 13 50  MM   MM   MM    MM    MM    MM  MM 1014.5  23.1    MM  19.0   MM +1.6    MM
2017 11 15 12 50  MM   MM   MM    MM    MM    MM  MM 1014.1  22.9    MM  18.7   MM +1.7    MM
2017 11 15 11 50  MM   MM   MM    MM    MM    MM  MM 1013.8  22.9    MM  18.9   MM +1.6    MM
2017 11 15 10 50  MM   MM   MM    MM    MM    MM  MM 1012.9  23.1    MM  19.1   MM +0.8    MM
2017 11 15 09 50  MM   MM   MM    MM    MM    MM  MM 1012.4  23.1    MM  18.9   MM -0.0    MM
2017 11 15 08 50  MM   MM   MM    MM    MM    MM  MM 1012.2  23.3    MM  19.3   MM -0.9    MM
2017 11 15 07 50  MM   MM   MM    MM    MM    MM  MM 1012.1  23.4    MM  19.0   MM -1.3    MM
2017 11 15 06 50  MM   MM   MM    MM    MM    MM  MM 1012.6  23.7    MM  19.3   MM -0.8    MM
2017 11 15 05 50  MM   MM   MM    MM    MM    MM  MM 1013.1  24.2    MM  19.7   MM -0.4    MM
2017 11 15 04 50  MM   MM   MM    MM    MM    MM  MM 1013.4  24.9    MM  19.9   MM +0.0    MM
2017 11 15 03 50  MM   MM   MM    MM    MM    MM  MM 1013.4  25.5    MM  20.1   MM +0.0    MM
2017 11 15 02 50  MM   MM   MM    MM    MM    MM  MM 1013.5  25.9    MM  20.0   MM +0.6    MM
2017 11 15 01 50  MM   MM   MM    MM    MM    MM  MM 1013.4  25.7    MM  21.5   MM +1.0    MM
2017 11 15 00 50  MM   MM   MM    MM    MM    MM  MM 1013.2  25.2    MM  21.1   MM +1.1    MM
2017 11 14 23 50  MM   MM   MM    MM    MM    MM  MM 1012.9  25.2    MM  21.1   MM +0.8    MM
2017 11 14 22 50  MM   MM   MM    MM    MM    MM  MM 1012.4  25.5    MM  20.3   MM -0.0    MM
2017 11 14 21 50  MM   MM   MM    MM    MM    MM  MM 1012.1  25.2    MM  20.3   MM -0.8    MM
2017 11 14 20 50  MM   MM   MM    MM    MM    MM  MM 1012.1  24.8    MM  21.0   MM -1.8    MM
2017 11 14 19 50  MM   MM   MM    MM    MM    MM  MM 1012.5  25.4    MM  20.0   MM -2.3    MM
2017 11 14 18 50  MM   MM   MM    MM    MM    MM  MM 1012.9  25.3    MM  20.1   MM -2.6    MM
2017 11 14 17 50  MM   MM   MM    MM    MM    MM  MM 1013.9  25.4    MM  19.8   MM -1.8    MM
2017 11 14 16 50  MM   MM   MM    MM    MM    MM  MM 1014.8  25.0    MM  20.1   MM -0.7    MM
2017 11 14 15 50  MM   MM   MM    MM    MM    MM  MM 1015.5  25.0    MM  20.1   MM +0.3    MM
2017 11 14 14 50  MM   MM   MM    MM    MM    MM  MM 1015.7  24.7    MM  20.4   MM +1.0    MM
2017 11 14 13 50  MM   MM   MM    MM    MM    MM  MM 1015.5  24.7    MM  20.4   MM +1.3    MM
2017 11 14 12 50  MM   MM   MM    MM    MM    MM  MM 1015.2  24.6    MM  20.8   MM +1.3    MM
2017 11 14 11 50  MM   MM   MM    MM    MM    MM  MM 1014.7  24.4    MM  21.0   MM +0.9    MM
2017 11 14 10 50  MM   MM   MM    MM    MM    MM  MM 1014.2  24.6    MM  21.1   MM +0.5    MM
2017 11 14 09 50  MM   MM   MM    MM    MM    MM  MM 1013.9  24.5    MM  21.2   MM -0.3    MM
2017 11 14 08 50  MM   MM   MM    MM    MM    MM  MM 1013.8  24.6    MM  21.4   MM -0.8    MM
2017 11 14 07 50  MM   MM   MM    MM    MM    MM  MM 1013.7  24.7    MM  21.7   MM -1.5    MM
2017 11 14 06 50  MM   MM   MM    MM    MM    MM  MM 1014.2  24.8    MM  21.6   MM -1.3    MM
2017 11 14 05 50  MM   MM   MM    MM    MM    MM  MM 1014.6  24.9    MM  21.6   MM -1.2    MM
2017 11 14 04 50  MM   MM   MM    MM    MM    MM  MM 1015.2  25.0    MM  21.6   MM +0.0    MM
2017 11 14 03 50  MM   MM   MM    MM    MM    MM  MM 1015.5  25.1    MM  21.5   MM +0.0    MM
2017 11 14 02 50  MM   MM   MM    MM    MM    MM  MM 1015.8  25.5    MM  22.0   MM +0.8    MM
2017 11 14 01 50  MM   MM   MM    MM    MM    MM  MM 1015.4  26.0    MM  21.7   MM +1.1    MM
2017 11 14 00 50  MM   MM   MM    MM    MM    MM  MM 1015.4  25.7    MM  22.3   MM +0.9    MM
2017 11 13 23 50  MM   MM   MM    MM    MM    MM  MM 1015.0  25.9    MM  22.2   MM +0.7    MM
2017 11 13 22 50  MM   MM   MM    MM    MM    MM  MM 1014.3  25.9    MM  22.3   MM -0.3    MM
2017 11 13 21 50  MM   MM   MM    MM    MM    MM  MM 1014.5  26.4    MM  21.7   MM   MM    MM
2017 11 13 20 50  MM   MM   MM    MM    MM    MM  MM 1014.3  26.3    MM  21.5   MM -1.5    MM
2017 11 13 19 50  MM   MM   MM    MM    MM    MM  MM 1014.6  26.3    MM  21.5   MM -1.8    MM
2017 11 13 17 50  MM   MM   MM    MM    MM    MM  MM 1015.8  26.1    MM  22.0   MM -1.7    MM
2017 11 13 16 50  MM   MM   MM    MM    MM    MM  MM 1016.4  25.7    MM  22.6   MM -0.4    MM
2017 11 13 15 50  MM   MM   MM    MM    MM    MM  MM 1017.2  25.4    MM  22.6   MM +0.6    MM
2017 11 13 14 50  MM   MM   MM    MM    MM    MM  MM 1017.5  25.5    MM  22.6   MM +1.4    MM
2017 11 13 13 50  MM   MM   MM    MM    MM    MM  MM 1016.8  25.1    MM  22.5   MM +1.3    MM
2017 11 13 12 50  MM   MM   MM    MM    MM    MM  MM 1016.6  24.9    MM  22.4   MM +1.5    MM
2017 11 13 11 50  MM   MM   MM    MM    MM    MM  MM 1016.1  25.1    MM  22.5   MM +0.8    MM
2017 11 13 10 50  MM   MM   MM    MM    MM    MM  MM 1015.5  25.1    MM  22.7   MM -0.3    MM
2017 11 13 09 50  MM   MM   MM    MM    MM    MM  MM 1015.1  25.0    MM  22.6   MM -1.5    MM
2017 11 13 08 50  MM   MM   MM    MM    MM    MM  MM 1015.3  25.1    MM  22.7   MM -1.4    MM
2017 11 13 07 50  MM   MM   MM    MM    MM    MM  MM 1015.8  25.3    MM  22.8   MM -1.6    MM
2017 11 13 06 50  MM   MM   MM    MM    MM    MM  MM 1016.6  25.3    MM  22.7   MM -0.9    MM
2017 11 13 05 50  MM   MM   MM    MM    MM    MM  MM 1016.7  25.3    MM  22.6   MM -0.6    MM
2017 11 13 04 50  MM   MM   MM    MM    MM    MM  MM 1017.4  25.6    MM  22.5   MM -0.3    MM
2017 11 13 03 50  MM   MM   MM    MM    MM    MM  MM 1017.5  25.7    MM  22.7   MM +0.3    MM
2017 11 13 02 50  MM   MM   MM    MM    MM    MM  MM 1017.3  26.0    MM  22.5   MM +0.7    MM
2017 11 13 01 50  MM   MM   MM    MM    MM    MM  MM 1017.7  26.2    MM  22.4   MM +1.7    MM
2017 11 13 00 50  MM   MM   MM    MM    MM    MM  MM 1017.2  26.3    MM  22.3   MM +1.6    MM
2017 11 12 23 50  MM   MM   MM    MM    MM    MM  MM 1016.6  26.1    MM  22.4   MM +1.1    MM
2017 11 12 22 50  MM   MM   MM    MM    MM    MM  MM 1016.0  26.0    MM  22.2   MM +0.7    MM
2017 11 12 21 50  MM   MM   MM    MM    MM    MM  MM 1015.6  26.1    MM  22.1   MM -0.0    MM
2017 11 12 20 50  MM   MM   MM    MM    MM    MM  MM 1015.5  25.9    MM  22.2   MM -1.1    MM
2017 11 12 19 50  MM   MM   MM    MM    MM    MM  MM 1015.3  26.2    MM  22.4   MM -2.2    MM
2017 11 12 18 50  MM   MM   MM    MM    MM    MM  MM 1015.7  26.1    MM  22.0   MM -2.5    MM
2017 11 12 17 50  MM   MM   MM    MM    MM    MM  MM 1016.6  26.1    MM  22.3   MM -1.8    MM
